CODE_INSEE,NOM,CODE_POSTAL
44155,ST COLOMBAN,44310
44155,ST COLOMBAN,44310
44162,ST HERBLAIN,44800
44163,VAIR SUR LOIRE,44150
44164,ST HILAIRE DE CHALEONS,44680
44166,ST JEAN DE BOISEAU,44640
44174,ST LUMINE DE COUTAIS,44310
44175,ST LYPHARD,44410
44180,VALLONS DE L ERDRE,44540
44180,VALLONS DE L ERDRE,44540
44180,VALLONS DE L ERDRE,44540
44180,VALLONS DE L ERDRE,44540
44195,SAVENAY,44260
44199,SOUDAN,44110
44213,LOIREAUXENCE,44370
44214,VAY,44170
44215,VERTOU,44120
44217,VIGNEUX DE BRETAGNE,44360
44217,VIGNEUX DE BRETAGNE,44360
44222,LA ROCHE BLANCHE,44522
45001,ADON,45230
45011,ATTRAY,45170
45013,AUGERVILLE LA RIVIERE,45330
45015,AUTRUY SUR JUINE,45480
45021,BARVILLE EN GATINAIS,45340
45022,BATILLY EN GATINAIS,45340
45027,BEAUCHAMPS SUR HUILLARD,45270
45035,BOISCOMMUN,45340
45037,BOISSEAUX,45480
45038,BONDAROY,45300
45056,BROMEILLES,45390
45062,CERCOTTES,45520
45064,CERNOY EN BERRY,45360
45065,CESARVILLE DOSSAINVILLE,45300
45067,CHAINGY,45380
45073,CHANTECOQ,45320
45076,LA CHAPELLE ST SEPULCRE,45210
45081,CHARSONVILLE,45130
45088,CHAUSSY,45480
45098,CLERY ST ANDRE,45370
45099,COINCES,45310
45100,COMBLEUX,45800
45105,CORTRAT,45700
45114,COURTEMPIERRE,45490
45115,COURTENAY,45320
45121,DAMMARIE SUR LOING,45230
45124,DESMONTS,45390
45126,DONNERY,45450
45129,DOUCHY MONTCORBON,45220
45143,FEINS EN GATINAIS,45230
45145,FERRIERES EN GATINAIS,45210
45150,FREVILLE DU GATINAIS,45270
45155,GIEN,45500
45157,GIVRAINES,45300
45177,LAAS,45300
45184,LION EN SULLIAS,45600
45189,LOUZOUER,45210
45191,LE MALESHERBOIS,45300
45191,LE MALESHERBOIS,45330
45205,MEZIERES EN GATINAIS,45270
45208,MONTARGIS,45200
45218,LE MOULINET SUR SOLIN,45290
45231,OISON,45170
45235,ORMES,45140
45239,OUSSOY EN GATINAIS,45290
45240,OUTARVILLE,45480
45245,OUZOUER SUR TREZEE,45250
45247,PANNES,45700
45249,PAUCOURT,45200
45250,PERS EN GATINAIS,45210
45258,PUISEAUX,45390
45265,ROZOY LE VIEIL,45210
45270,ST BENOIT SUR LOIRE,45730
45275,ST FIRMIN DES BOIS,45220
45283,ST HILAIRE SUR PUISEAUX,45700
45286,ST JEAN LE BLANC,45650
45290,ST MARTIN D ABBAT,45110
45299,ST SIGISMOND,45310
45300,SANDILLON,45640
45301,SANTEAU,45170
45303,SCEAUX DU GATINAIS,45490
45310,SERMAISES,45300
45314,SULLY LA CHAPELLE,45450
45317,TAVERS,45190
45322,THORAILLES,45210
45326,TOURNOISIS,45310
45328,TREILLES EN GATINAIS,45490
45335,VIENNE EN VAL,45510
45337,VILLAMBLAIN,45310
45340,VILLEMURLIN,45600
45346,VITRY AUX LOGES,45530
45348,YEVRE LA VILLE,45300
46004,ANGLARS,46120
46006,ANGLARS NOZAC,46300
46015,BAGNAC SUR CELE,46270
46033,PORTE DU QUERCY,46800
46036,LE BOUYSSOU,46120
46041,CADRIEU,46160
46044,CAILLAC,46140
46046,CALAMANE,46150
46054,CANIAC DU CAUSSE,46240
46060,CARNAC ROUFFIAC,46140
46066,CAZALS,46250
46074,CONDAT,46110
46081,CREGOLS,46330
46097,ESTAL,46130
46103,ST PAUL FLAUGNAC,46170
46104,FLAUJAC GARE,46320
46121,GINOUILLAC,46300
46124,GLANES,46130
46127,GOURDON,46300
46135,LABASTIDE DU HAUT MONT,46210
46138,COEUR DE CAUSSE,46240
46138,COEUR DE CAUSSE,46240
46145,LACHAPELLE AUZAC,46200
46152,LAMOTHE FENELON,46350
46153,LANZAC,46200
46161,LAURESSES,46210
46162,LAUZES,46360
46169,LEOBARD,46300
46172,LHOSPITALET,46170
46174,LINAC,46270
46178,LOUPIAC,46350
46179,LUGAGNAC,46260
46183,MARCILHAC SUR CELE,46160
46184,MARMINIAC,46250
46192,MEYRONNE,46200
46199,MONTCABRIER,46700
46223,PONTCIRQ,46150
46227,PROMILHANES,46260
46231,PUY L EVEQUE,46700
46233,QUISSAC,46320
46236,REILHAGUET,46350
46237,REYREVIGNES,46320
46243,RUEYRES,46120
46250,ST CAPRAIS,46250
46252,LES PECHS DU VERS,46360
46254,ST CHELS,46160
46259,ST CLAIR,46300
46262,LENDOU EN QUERCY,46800
46273,ST LAURENT LES TOURS,46400
46286,ST PAUL DE VERN,46400
46299,SAULIAC SUR CELE,46330
46301,SAUZET,46140
46308,SOUCIRAC,46300
46311,SOUSCEYRAC EN QUERCY,46190
46313,TAURIAC,46130
46328,VARAIRE,46260
46329,VAYLATS,46230
46334,LE VIGAN,46300
47003,AGNAC,47800
47006,ALLEZ ET CAZENEUVE,47110
47019,BAJAMONT,47480
47023,BEAUGAS,47290
47026,BEAUZIAC,47700
47035,BOURGOUGNAGUE,47410
47043,BUZET SUR BAISE,47160
47046,CALONGES,47430
47052,CASTELJALOUX,47700
47055,CASTELNAUD DE GRATECAMBE,47290
47061,CAUMONT SUR GARONNE,47430
47072,COURBIAC,47370
47077,CUZORN,47500
47082,DONDAS,47470
47084,DOUZAINS,47330
47090,ESPIENS,47600
47093,FARGUES SUR OURBISE,47700
47104,FREGIMONT,47360
47106,FUMEL,47500
47109,GAVAUDUN,47150
47112,GRATELOUP ST GAYRAND,47400
47115,GUERIN,47250
47125,LACEPEDE,47360
47129,LAGARRIGUE,47190
47130,LAGRUERE,47400
47133,LAMONTJOIE,47310
47135,LAPARADE,47260
47139,LASSERRE,47600
47145,LAYRAC,47390
47147,LEVIGNAC DE GUYENNE,47120
47154,LUSIGNAN PETIT,47360
47157,MARMANDE,47200
47174,MONCRABEAU,47600
47175,MONFLANQUIN,47150
47178,MONSEGUR,47150
47182,MONTASTRUC,47380
47189,MONTIGNAC TOUPINERIE,47350
47190,MONTPEZAT,47360
47195,NERAC,47600
47198,PAILLOLES,47440
47206,PINEL HAUTERIVE,47380
47206,PINEL HAUTERIVE,47380
47207,POMPIEY,47230
47210,PORT STE MARIE,47130
47212,POUSSIGNAC,47700
47221,REAUP LISSE,47170
47228,ST ANTOINE DE FICALBA,47340
47236,STE COLOMBE DE DURAS,47120
47239,ST ETIENNE DE FOUGERES,47380
47242,ST FRONT SUR LEMANCE,47500
47247,ST JEAN DE DURAS,47120
47249,ST LAURENT,47130
47252,STE LIVRADE SUR LOT,47110
47255,ST MARTIN DE BEAUVILLE,47270
47260,ST MAURIN,47270
47265,ST PASTOUR,47290
47275,ST SALVY,47360
47286,SAUMEJAN,47420
47288,SAUVAGNAS,47340
47295,SAVIGNAC SUR LEYZE,47150
47296,SEGALAS,47410
47297,SEMBAS,47360
47302,SOS,47170
47303,SOUMENSAC,47120
47308,THOUARS SUR GARONNE,47230
47309,TOMBEBOEUF,47380
47315,TRENTELS,47140
47317,VERTEUIL D AGENAIS,47260
47319,VILLEBRAMAR,47380
48018,BARJAC,48000
48019,BARRE DES CEVENNES,48400
48020,BASSURELS,48400
48028,LES BONDONS,48400
48030,BRENOUX,48000
48031,BRION,48310
48036,CASSAGNAS,48400
48039,CHANAC,48230
48043,CHATEAUNEUF DE RANDON,48170
48045,CHAUDEYRAC,48170
48050,BEDOUES COCURES,48400
48050,BEDOUES COCURES,48400
48061,FLORAC TROIS RIVIERES,48400
48074,HURES LA PARADE,48150
48080,LANGOGNE,48300
48081,LANUEJOLS,48000
48087,PRINSUEJOLS MALBOUZON,48100
48094,MASSEGROS CAUSSES GORGES,48500
48094,MASSEGROS CAUSSES GORGES,48500
48094,MASSEGROS CAUSSES GORGES,48500
48099,BOURGS SUR COLAGNE,48100
48107,PALHERS,48100
48108,LA PANOUSE,48600
48116,PONT DE MONTVERT SUD MONT LOZERE,48220
48116,PONT DE MONTVERT SUD MONT LOZERE,48220
48127,MONTS DE RANDON,48000
48141,MAS ST CHELY,48210
48148,ST ETIENNE VALLEE FRANCAISE,48330
48166,CANS ET CEVENNES,48400
48167,ST LAURENT DE VEYRES,48310
48168,ST LEGER DE PEYRE,48100
48190,TERMES,48310
48191,LA TIEULE,48500
48192,TRELANS,48340
48193,VEBRON,48400
48198,VILLEFORT,48800
49009,ANTOIGNE,49260
49012,AUBIGNE SUR LAYON,49540
49017,BARACE,49430
49018,BAUGE EN ANJOU,49150
49018,BAUGE EN ANJOU,49150
49018,BAUGE EN ANJOU,49150
49021,BEAUFORT EN ANJOU,49250
49023,BEAUPREAU EN MAUGES,49600
49023,BEAUPREAU EN MAUGES,49600
49023,BEAUPREAU EN MAUGES,49600
49036,BOUILLE MENARD,49520
49048,BRIOLLAY,49125
49050,BRISSAC LOIRE AUBANCE,49320
49050,BRISSAC LOIRE AUBANCE,49320
49058,LES CERQUEUX,49360
49067,CHENILLE CHAMPTEUSSE,49220
49068,CHAMPTOCE SUR LOIRE,49123
49069,OREE D ANJOU,49270
49069,OREE D ANJOU,49270
49069,OREE D ANJOU,49270
49069,OREE D ANJOU,49530
49080,LES HAUTS D ANJOU,49330
49080,LES HAUTS D ANJOU,49330
49090,CHEFFES,49125
49092,CHEMILLE EN ANJOU,49120
49092,CHEMILLE EN ANJOU,49120
49092,CHEMILLE EN ANJOU,49120
49102,CLERE SUR LAYON,49560
49121,DENEZE SOUS DOUE,49700
49125,DOUE EN ANJOU,49700
49125,DOUE EN ANJOU,49700
49125,DOUE EN ANJOU,49700
49131,EPIEDS,49260
49132,ETRICHE,49330
49155,GREZ NEUVILLE,49220
49161,LA JAILLE YVON,49220
49163,JARZE VILLAGES,49140
49163,JARZE VILLAGES,49140
49163,JARZE VILLAGES,49140
49176,LE LION D ANGERS,49220
49180,LONGUE JUMELLES,49160
49195,MAZIERES EN MAUGES,49280
49215,MONTREUIL BELLAY,49260
49218,MONTREVAULT SUR EVRE,49110
49218,MONTREVAULT SUR EVRE,49110
49218,MONTREVAULT SUR EVRE,49270
49218,MONTREVAULT SUR EVRE,49600
49220,MORANNES SUR SARTHE DAUMERAY,49640
49221,MOULIHERNE,49390
49228,NOYANT VILLAGES,49490
49228,NOYANT VILLAGES,49490
49228,NOYANT VILLAGES,49490
49231,NUAILLE,49340
49240,LA PLAINE,49360
49244,MAUGES SUR LOIRE,49290
49244,MAUGES SUR LOIRE,49290
49244,MAUGES SUR LOIRE,49410
49244,MAUGES SUR LOIRE,49410
49246,LES PONTS DE CE,49130
49248,OMBREE D ANJOU,49420
49248,OMBREE D ANJOU,49520
49257,LES RAIRIES,49430
49266,ST AUGUSTIN DES BOIS,49170
49291,ST JUST SUR DIVE,49260
49292,VAL DU LAYON,49190
49298,ST LEGER DE LINIERES,49070
49298,ST LEGER DE LINIERES,49170
49301,SEVREMOINE,49450
49301,SEVREMOINE,49450
49302,ST MACAIRE DU BOIS,49260
49306,ST MARTIN DU FOUILLOUX,49170
49307,LOIRE AUTHION,49630
49328,SAUMUR,49400
49329,SAVENNIERES,49170
49331,SEGRE EN ANJOU BLEU,49500
49331,SEGRE EN ANJOU BLEU,49500
49331,SEGRE EN ANJOU BLEU,49520
49341,SOUZAY CHAMPIGNY,49400
49343,LA TESSOUALLE,49280
49344,THORIGNE D ANJOU,49220
49347,TIERCE,49125
49352,TOUTLEMONDE,49360
49353,TRELAZE,49800
49362,VARRAINS,49400
49368,VERNANTES,49390
50002,AGNEAUX,50180
50019,AUCEY LA PLAINE,50170
50022,AUMEVILLE LESTRE,50630
50024,AUXAIS,50500
50031,BARNEVILLE CARTERET,50270
50040,BEAUFICEL,50150
50041,LA HAGUE,50440
50041,LA HAGUE,50440
50041,LA HAGUE,50440
50041,LA HAGUE,50690
50045,BENOITVILLE,50340
50055,BINIVILLE,50390
50058,BLAINVILLE SUR MER,50560
50059,BLOSVILLE,50480
50064,LA BONNEVILLE,50360
50066,JULLOUVILLE,50610
50079,BREUVILLE,50260
50081,BREVILLE SUR MER,50290
50082,BRICQUEBEC EN COTENTIN,50260
50082,BRICQUEBEC EN COTENTIN,50260
50082,BRICQUEBEC EN COTENTIN,50260
50082,BRICQUEBEC EN COTENTIN,50260
50093,CAMETOURS,50570
50099,CARENTAN LES MARAIS,50480
50099,CARENTAN LES MARAIS,50480
50099,CARENTAN LES MARAIS,50500
50099,CARENTAN LES MARAIS,50620
50101,CARNEVILLE,50330
50105,CATTEVILLE,50390
50129,CHERBOURG EN COTENTIN,50100
50129,CHERBOURG EN COTENTIN,50460
50142,VICQ SUR MER,50330
50151,CREANCES,50710
50158,CUVES,50670
50167,DRAGEY RONTHON,50530
50168,DUCEY LES CHERIS,50220
50175,EROUDEVILLE,50310
50176,L ETANG BERTRAND,50260
50177,ETIENVILLE,50360
50181,FEUGERES,50190
50186,FLOTTEMANVILLE,50700
50188,FOLLIGNY,50320
50197,GAVRAY SUR SIENNE,50450
50197,GAVRAY SUR SIENNE,50450
50197,GAVRAY SUR SIENNE,50450
50199,GENETS,50530
50207,GOLLEVILLE,50390
50208,GONFREVILLE,50190
50225,LE GUISLAIN,50410
50229,HAMELIN,50730
25628,VILLERS SOUS MONTROND,25620
26001,SOLAURE EN DIOIS,26150
26001,SOLAURE EN DIOIS,26150
26006,ALLEX,26400
26013,ARPAVON,26110
26014,ARTHEMONAY,26260
26017,AUCELON,26340
26018,AULAN,26570
26022,BALLONS,26560
26030,LA BATIE DES FONDS,26310
26034,LA BAUME D HOSTUN,26730
26038,BEAUMONT MONTEUX,26600
26041,BEAUSEMBLANT,26240
26045,LA BEGUDE DE MAZENC,26160
26046,BELLECOMBE TARENDOL,26110
26048,BENIVAY OLLON,26170
26049,BESAYES,26300
26054,BOUCHET,26790
26060,BOUVIERES,26460
26071,CHANOS CURSON,26600
26072,CHANTEMERLE LES BLES,26600
26074,LA CHAPELLE EN VERCORS,26420
26075,LA CHARCE,26470
26076,CHARENS,26310
26082,CHATEAUNEUF DE BORDETTE,26110
26087,CHATILLON ST JEAN,26750
26090,LA CHAUDIERE,26340
26091,CHAUVAC LAUX MONTAUX,26510
26096,CLERIEUX,26260
26097,CLIOUSCLAT,26270
26102,CONDILLAC,26740
26105,CORNILLON SUR L OULE,26510
26107,CREPOL,26350
26108,CREST,26400
26110,CROZES HERMITAGE,26600
26111,CRUPIES,26460
26112,CURNIER,26110
26124,ETOILE SUR RHONE,26800
26127,EYGALIERS,26170
26135,FERRASSIERES,26570
26141,GIGORS ET LOZERON,26400
26148,HAUTERIVES,26390
26156,LARNAGE,26600
26157,LA LAUPIE,26740
26159,LAVAL D AIX,26150
26160,LAVEYRON,26240
26161,LEMPS,26510
26162,LENS LESTANG,26210
26164,LESCHES EN DIOIS,26310
26169,MALATAVERNE,26780
26170,MALISSARD,26120
26175,MARIGNAC EN DIOIS,26150
26179,MERCUROL VEAUNES,26600
26188,MOLLANS SUR OUVEZE,26170
26189,MONTAUBAN SUR L OUVEZE,26170
26195,MONTCLAR SUR GERVANNE,26400
26204,MONTLAUR EN DIOIS,26310
26207,MONTMIRAL,26750
26210,VALHERBASSE,26350
26228,PENNES LE SEC,26340
26240,PLAN DE BAIX,26400
26245,POMMEROL,26470
26252,PORTES LES VALENCE,26800
26262,RECOUBEAU JANSAC,26310
26270,ROCHECHINARD,26190
26271,LA ROCHE DE GLUN,26600
26273,ROCHEFORT SAMSON,26300
26275,ROCHEGUDE,26790
26294,ST BARDOUX,26260
26301,ST DONAT SUR L HERBASSE,26260
26308,ST JULIEN EN QUINT,26150
26309,ST JULIEN EN VERCORS,26420
26310,ST LAURENT D ONAY,26350
26312,ST MARCEL LES SAUZET,26740
26314,ST MARTIN D AOUT,26330
26316,ST MARTIN LE COLONEL,26190
26317,ST MAURICE SUR EYGUES,26110
26324,ST PAUL TROIS CHATEAUX,26130
26337,SAULCE SUR RHONE,26270
26347,TAIN L HERMITAGE,26600
26355,TRIORS,26750
26360,VALAURIE,26230
26361,VALDROME,26310
26379,GRANGES LES BEAUMONT,26600
27006,AIZIER,27500
27010,AMECOURT,27140
27013,AMFREVILLE SOUS LES MONTS,27380
27018,APPEVILLE ANNEBAULT,27290
27021,ASNIERES,27260
27022,LE VAL D HAZEY,27940
27033,BACQUEPUIS,27930
27045,BAZINCOURT SUR EPTE,27140
27046,BAZOQUES,27230
27047,BEAUBRAY,27190
27049,MESNIL EN OUCHE,27330
27049,MESNIL EN OUCHE,27330
27049,MESNIL EN OUCHE,27410
27049,MESNIL EN OUCHE,27410
27049,MESNIL EN OUCHE,27410
27050,BEAUMONTEL,27170
27052,LE BEC HELLOUIN,27800
27054,BEMECOURT,27160
27062,LES MONTS DU ROUMOIS,27520
27069,BOIS ARNAULT,27250
27070,FRENELLES EN VEXIN,27700
27078,LA BOISSIERE,27220
27085,FLANCOURT CRESCY EN ROUMOIS,27310
27090,BOSROUMOIS,27670
27094,BOSQUENTIN,27480
27096,LES BOTTEREAUX,27250
27097,BOUAFLES,27700
27100,BOULLEVILLE,27210
27100,BOULLEVILLE,27210
27104,BOURG BEAUDOUIN,27380
27105,GRAND BOURGTHEROULDE,27520
27106,BOURNAINVILLE FAVEROLLES,27230
27113,BRETIGNY,27800
27117,BROGLIE,27270
27120,BUREY,27190
27124,CAILLY SUR EURE,27490
27133,CAUMONT,27310
27141,CHAMP DOLENT,27190
27144,CHAMPIGNY LA FUTELAYE,27220
27146,LA CHAPELLE BAYVEL,27260
27147,LA CHAPELLE DU BOIS DES FAULX,27930
27163,COLLETOT,27500
27168,CONNELLES,27430
27170,CORMEILLES,27260
27174,CORNEVILLE SUR RISLE,27500
27181,COURDEMANCHE,27320
27188,CRIQUEBEUF SUR SEINE,27340
27193,CROTH,27530
27198,MESNILS SUR ITON,27240
27198,MESNILS SUR ITON,27240
27198,MESNILS SUR ITON,27240
27198,MESNILS SUR ITON,27240
27198,MESNILS SUR ITON,27240
27198,MESNILS SUR ITON,27240
27205,DOUVILLE SUR ANDELLE,27380
27213,VEXIN SUR EPTE,27420
27213,VEXIN SUR EPTE,27420
27219,EPEGARD,27110
27224,EPREVILLE PRES LE NEUBOURG,27110
27229,EVREUX,27000
27231,FAINS,27120
27233,FATOUVILLE GRESTAIN,27210
27234,FAUVILLE,27930
27243,FIQUEFLEUR EQUAINVILLE,27210
27246,FLEURY SUR ANDELLE,27380
27259,FOUCRAINVILLE,27220
27273,GADENCOURT,27120
27276,GAMACHES EN VEXIN,27150
27277,LA BARONNIE,27220
27294,VAL D ORGER,27440
27298,GRAVERON SEMERVILLE,27110
27306,GUICHAINVILLE,27930
27309,L HABIT,27220
27311,HARCOURT,27800
27317,LA HAYE AUBREE,27350
27320,LA HAYE DU THEIL,27370
27321,LA HAYE LE COMTE,27400
27324,HEBECOURT,27150
27325,HECMANVILLE,27800
27327,HECTOMARE,27110
27329,HENNEZIS,27700
27331,HEUBECOURT HARICOURT,27630
27332,HEUDEBOUVILLE,27600
27338,LES HOGUES,27910
27342,HOUETTEVILLE,27400
27343,HOULBEC COCHEREL,27120
27366,LETTEGUIVES,27910
27367,LIEUREY,27560
27371,LIVET SUR AUTHOU,27800
27380,MALLEVILLE SUR LE BEC,27800
27383,MANDRES,27130
27385,MANNEVILLE SUR RISLE,27500
27388,MARAIS VERNIER,27680
27390,MARCILLY LA CAMPAGNE,27320
27392,MARTAGNY,27150
27393,MARTAINVILLE,27210
27394,MARTOT,27340
27399,MERCEY,27950
27410,MISEREY,27930
27413,MONTFORT SUR RISLE,27290
27414,MONTREUIL L ARGILLE,27390
27415,MORAINVILLE JOUVEAUX,27260
27424,NAGEL SEEZ MESNIL,27190
27430,LA NEUVE GRANGE,27150
27436,NOGENT LE SEC,27190
27439,NORMANVILLE,27930
27441,NOTRE DAME D EPINE,27800
27442,NOTRE DAME DU HAMEL,27390
27448,PACY SUR EURE,27120
27451,PARVILLE,27180
27456,PINTERVILLE,27400
27465,LE PLESSIS HEBERT,27120
27467,PONT AUDEMER,27500
27476,LES PREAUX,27500
27490,RICHEVILLE,27420
27496,ROSAY SUR LIEURE,27790
27512,ST AUBIN DE SCELLON,27230
27514,ST AUBIN DU THENNEY,27270
27516,TREIS SANTS EN OUCHE,27270
27533,ST DENIS LE FERMENT,27140
27550,ST GREGOIRE DU VIEVRE,27450
27554,LA CHAPELLE LONGUEVILLE,27950
27555,ST LAURENT DES BOIS,27220
27557,ST LEGER DE ROTES,27300
27568,STE MARTHE,27190
27578,STE MARIE D ATTEZ,27160
27580,ST OUEN DE THOUBERVILLE,27310
27593,ST PIERRE DES FLEURS,27370
27597,ST PIERRE DU VAL,27210
27601,ST SAMSON DE LA ROQUE,27680
27605,ST SYLVESTRE DE CORMEILLES,27260
27608,ST VICTOR DE CHRETIENVILLE,27300
27613,ST VINCENT DU BOULAY,27230
27620,SELLES,27500
27632,LE THIL,27150
27643,TILLIERES SUR AVRE,27570
27645,TOCQUEVILLE,27500
27646,LE TORPT,27210
27654,TOURVILLE LA CAMPAGNE,27370
27658,LE TREMBLAY OMONVILLE,27110
27659,LA TRINITE,27930
27664,LE TRONQUAY,27480
27669,VALLETOT,27350
27676,LES TROIS LACS,27700
27681,VERNON,27200
27693,SYLVAINS LES MOULINS,27240
28003,ALLAINVILLE,28500
28007,ANET,28260
28010,ARGENVILLIERS,28480
28014,AUNAY SOUS CRECY,28500
28015,AUNEAU BLEURY ST SYMPHORIEN,28700
28023,BAILLEAU ARMENONVILLE,28320
28025,BARMAINVILLE,28310
28039,BEVILLE LE COMTE,28700
28045,BOISSY EN DROUAIS,28500
28065,BULLAINVILLE,28800
28078,CHAPELLE GUILLAUME,28330
28079,CHAPELLE ROYALE,28290
28081,CHARONVILLE,28120
28087,CHATAINCOURT,28270
28091,LES CHATELLIERS NOTRE DAME,28120
28096,LA CHAUSSEE D IVRY,28260
28099,CHUISNES,28190
28103,CLOYES LES TROIS RIVIERES,28220
28104,COLTAINVILLE,28300
28109,LES CORVEES LES YYS,28240
28119,LA CROIX DU PERCHE,28480
28122,DAMMARIE,28360
28127,DANGEAU,28160
28129,DENONVILLE,28700
28139,EPEAUTROLLES,28120
28142,ERMENONVILLE LA PETITE,28120
28147,FAVIERES,28170
28151,FESSANVILLIERS MATTANVILLIERS,28270
28155,FONTAINE LES RIBOUTS,28170
28162,FRESNAY LE COMTE,28360
28164,FRESNAY L EVEQUE,28310
28166,FRIAIZE,28240
28168,GALLARDON,28320
28172,GAS,28320
28173,GASVILLE OISEME,28300
28175,LA GAUDAINE,28400
28180,GILLES,28260
28182,GOHORY,28160
28183,GOMMERVILLE,28310
28187,GUAINVILLE,28260
28193,HAVELU,28410
28194,HOUVILLE LA BRANCHE,28700
28206,LAONS,28270
28217,LOUVILLIERS LES PERCHE,28250
28223,LURAY,28500
28236,ARCISSES,28400
28252,MIERMAIGNE,28480
28254,MITTAINVILLIERS VERIGNY,28190
28255,MOINVILLE LA JEULIN,28700
28260,MONTHARVILLE,28800
28263,MONTIGNY SUR AVRE,28270
28280,NOGENT LE ROTROU,28400
28285,OINVILLE SOUS AUNEAU,28700
28290,ORROUER,28190
28294,OYSONVILLE,28700
28296,PERONVILLE,28140
28302,PONTGOUIN,28190
28305,PRE ST EVROULT,28800
28330,VILLEMAURY,28200
28330,VILLEMAURY,28200
28330,VILLEMAURY,28200
28331,SAINTIGNY,28480
28331,SAINTIGNY,28480
28334,ST DENIS LANNERAY,28200
28336,ST EMAN,28120
28337,ST GEORGES SUR EURE,28190
28358,ST PREST,28300
28364,SANCHEVILLE,28800
28368,LA SAUCELLE,28250
28370,SAUMERAY,28800
28373,SENONCHES,28250
28373,SENONCHES,28250
28374,SERAZEREUX,28170
28379,SOULAIRES,28130
28388,THIVARS,28630
28392,TRANCRAINVILLE,28310
28393,TREMBLAY LES VILLAGES,28170
28400,VARIZE,28140
28403,VER LES CHARTRES,28630
28406,EOLE EN BEAUCE,28150
28406,EOLE EN BEAUCE,28150
28414,VILLEBON,28190
28415,VILLEMEUX SUR EURE,28210
28422,LES VILLAGES VOVEENS,28150
29007,BERRIEN,29690
29010,BODILIS,29400
29014,BOTSORHEL,29650
29017,BRELES,29810
29025,CAST,29150
29029,CLEDEN POHER,29270
29030,CLEDER,29233
29035,COAT MEAL,29870
29036,COLLOREC,29530
29042,CROZON,29160
29043,DAOULAS,29460
29044,DINEAULT,29150
29058,FOUESNANT,29170
29062,GOUEZEC,29190
29063,GOULIEN,29770
29070,GUILER SUR GOYEN,29710
29071,GUILLIGOMARC H,29300
29082,ILE DE BATZ,29253
29087,LE JUCH,29100
29089,KERGLOFF,29270
29098,LAMPAUL PLOUARZEL,29810
29099,LAMPAUL PLOUDALMEZEAU,29830
29112,LANILDUT,29840
29113,LANMEUR,29620
29128,LOC EGUINER,29400
29131,LOCMELAR,29400
29133,LOCQUIREC,29241
29136,LOCUNOLE,29310
29141,LOQUEFFRET,29530
29144,LA MARTYRE,29800
29150,MOELAN SUR MER,29350
29151,MORLAIX,29600
29155,OUESSANT,29242
29158,PENMARCH,29760
29160,PLABENNEC,29860
29162,PLEYBEN,29190
29169,PLOGONNEC,29180
29171,PLOMEUR,29120
29178,PLOUDALMEZEAU,29830
29181,PLOUEDERN,29800
29182,PLOUEGAT GUERAND,29620
29193,PLOUGOURVEST,29400
29198,PLOUIDER,29260
29199,PLOUIGNEAU,29650
29202,PLOUNEOUR MENEZ,29410
29214,PLOVAN,29720
29218,PONT CROIX,29790
29230,QUERRIEN,29310
29232,QUIMPER,29000
29233,QUIMPERLE,29300
29235,LE RELECQ KERHUON,29480
29244,ST DERRIEN,29440
29247,ST EVARZEC,29170
29252,ST JEAN TROLIMON,29120
29261,ST RIVOAL,29190
29264,ST SERVAIS,29400
29265,STE SEVE,29600
29266,ST THEGONNEC LOC EGUINER,29410
29271,ST VOUGAY,29440
29273,SANTEC,29250
29280,TELGRUC SUR MER,29560
29285,TREFLAOUENAN,29440
29287,TREFLEZ,29430
29296,TREMEOC,29120
29298,TREOGAT,29720
29301,TREZILIDE,29440
2A004,AJACCIO,20000
2A004,AJACCIO,20090
2A008,ALBITRECCIA,20166
2A014,AMBIEGNA,20151
2A022,ARRO,20151
2A024,AULLENE,20116
2A028,BALOGNA,20160
2A035,BELVEDERE CAMPOMORO,20110
2A040,BOCOGNANO,20136
2A048,CALCATOGGIO,20111
2A064,CARDO TORGIA,20190
2A090,COGGIA,20160
2A091,COGNOCOLI MONTICCHI,20123
2A092,CONCA,20135
2A100,CRISTINACCE,20126
2A129,GROSSA,20100
2A132,GUARGUALE,20128
2A141,LETIA,20160
2A144,LOPIGNA,20139
2A146,LORETO DI TALLANO,20165
2A181,OCANA,20117
2A197,OSANI,20147
2A198,OTA,20150
2A240,POGGIOLO,20160
2A268,SAMPOLO,20134
2A285,SORBOLLANO,20152
2A326,TOLLA,20117
2A348,VICO,20160
2A349,VIGGIANELLO,20110
2A358,ZEVACO,20173
2A362,ZONZA,20144
2B016,ANTISANTI,20270
2B034,BELGODERE,20226
2B039,BISINCHI,20235
2B049,CALENZANA,20214
2B055,CAMPITELLO,20252
2B067,CARPINETO,20229
2B074,CASANOVA,20250
2B084,CATERI,20225
2B088,CHIATRA,20230
2B097,COSTA,20226
2B112,FELICETO,20225
2B123,GHISONACCIA,20240
2B135,ISOLACCIO DI FIUMORBO,20243
2B137,LANO,20244
2B153,MANSO,20245
2B155,MATRA,20270
2B156,MAUSOLEO,20259
2B169,MOROSAGLIA,20218
2B171,MURACCIOLE,20219
2B172,MURATO,20239
2B185,OLETTA,20232
2B187,OLMETA DI CAPOCORSO,20217
2B188,OLMETA DI TUDA,20232
2B192,OLMO,20290
2B201,PANCHERACCIA,20251
2B202,PARATA,20229
2B208,PERELLI,20234
